"text","diggCount","replyCommentTotal","createTimeISO","uniqueId","videoWebUrl","uid","cid"
"iPhone 👀","0",,"2023-10-25T01:19:23.000Z","dulcesdairy","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6969417922919252997","7293699492984128261"
"can't create an account because you need a US phone number :/","59",,"2023-10-20T08:17:51.000Z","mietmietmiet","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6678362777910215685","7291951808011092768"
"No! U can create an account. If u click in the America flag, it’ll give u the option to change the country","103",,"2023-10-20T09:17:04.000Z","saraabreu6","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","61334248158228481","7291966993153999649"
"oh! OH WOW THANK YOU! Quite silly of me to not see that 😭","26",,"2023-10-20T09:35:53.000Z","mietmietmiet","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6678362777910215685","7291971746034762529"
"🥺😳🥺","2",,"2023-10-20T12:55:12.000Z","kao.r.i","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6980831208150139910","7292023238603146016"
"It’s available in Europe! Click link in our bio!!","2",,"2023-10-20T12:18:02.000Z","getmoment","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","7207317515538924590","7292013666806694699"
"This one word but not the one in Nabihah’s bio !","0",,"2023-10-20T12:44:21.000Z","anissa.mrsll","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","222532243448168448","7292020456680751905"
"not for Android:(","3",,"2023-10-21T03:59:35.000Z","skyy.beast","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6517906057363505161","7292255507510395680"
"https://apps.apple.com/nl/app/moment-preserve-your-memories/id6446771101?l=en-GB","1",,"2023-10-20T10:06:33.000Z","zina.m","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","27306023","7291979805812622113"
"Enter your email on the form on our website (momentapp.info) to stay updated and follow our page for android version launch!","2",,"2023-10-22T23:32:25.000Z","getmoment","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","7207317515538924590","7292929725748069166"
"Nah, you don’t get punished if you miss the cue haha and you can make many pics/posts per day","173",,"2023-10-20T15:33:17.000Z","ian.the.devil","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6709733880721277957","7292064033938768672"
"aahh cool thanks:)","4",,"2023-10-20T15:33:46.000Z","_.dry_shampoo._","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6992575038076814341","7292064155229815585"
"No problem ! Just dl it today, it looks cool !","4",,"2023-10-20T15:39:53.000Z","ian.the.devil","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6709733880721277957","7292065797986419489"
"what happens if you dont post on bereal","0",,"2023-10-22T15:12:59.000Z","livelaughlovemanka","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6962476230684738565","7292801075512443653"
"I hope this can be a thing in the future everyone can use","7","1","2023-10-20T10:25:23.000Z","_0lilo0_","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","7017732885679768581","7291984646769378080"
"Omg yes!","3",,"2023-10-20T10:37:00.000Z","ahmadnabihah","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6906931558952502278","7291987520408699690"
"❤️","0","0","2023-10-25T01:54:24.000Z","sofiaquezada96","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6814992076934939653","7293708453331485446"
"Is it available in uk?","0","0","2023-10-24T13:17:37.000Z","elysia.official","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","151458008823312385","7293513456920544032"
"It's not available for Android users 🥺 I know it's more complicated, so I'm hoping it'll be available soon 🥰","0","0","2023-10-24T11:54:07.000Z","minireader","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6784462147721774085","7293491940841177889"
"@Bones","0","0","2023-10-24T10:51:25.000Z","sophijaceql","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","7205285030322062341","7293475758226899745"
"can't find the app😭😭is it compatible with android?","0","0","2023-10-24T03:32:14.000Z","uzamabinladen._","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","7181677174167127045","7293361899700749089"
"its not avaliable in denmark :/","0","0","2023-10-24T02:04:04.000Z","canyonmooned","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6917376443137147910","7293338597880660768"
"Shots is baaaack","0","0","2023-10-24T01:17:27.000Z","yaldaghourkhani","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6867590002798298118","7293327105075987233"
"girl theres vero app","0","0","2023-10-23T22:13:49.000Z","peppermint_gingerberry","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","7011947749458772998","7293280513065059105"
"@elizabethrubio161 @marie🤍","1","0","2023-10-23T20:56:26.000Z","ccryst2l","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6524071389912110080","7293260629531804421"
"is free cropping possible?","0","0","2023-10-23T17:49:58.000Z","30inchsub","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6599199431828307973","7293212532831273761"
"Android user here 🙋","0","0","2023-10-23T15:32:15.000Z","ayachaili","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6815476833711997957","7293177073810981665"
"True slay","0","0","2023-10-23T14:58:03.000Z","michi.sans","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6921400524378080261","7293168233778987809"
"I can’t download it :(( it shows it’s not in the App Store","0","0","2023-10-23T13:37:50.000Z","zumravi","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6742774853897585669","7293147565573702433"
"@Rosi @CELINE💘 @s<3phia @Kissmidou😘","2","0","2023-10-23T13:25:49.000Z","this.isnathalie","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6809313032839005189","7293144446417191713"
"@S✨ @Fatz ♡ let's jump on moment yalllll","1","1","2023-10-23T12:27:08.000Z","rooha.s","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","5244102","7293129300001260320"
"For Android would be nice 😬","0","0","2023-10-23T11:54:54.000Z","sasurasan","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6638129567848087557","7293120952330126113"
"This is a great idea 🤩🥹","0","0","2023-10-23T11:43:41.000Z","pleaseitspriti","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6805304272160424966","7293118134268330784"
"Snapchat memories","0","0","2023-10-23T11:23:35.000Z","leynabgm","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6646050257044652038","7293112943473558304"
"I’m here for it !","0","0","2023-10-23T10:38:44.000Z","monicalii","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","7104756359090717702","7293101382578864928"
"Someone tell me when it's available on android","0","0","2023-10-23T08:37:31.000Z","__chacha____","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6805972726190523398","7293070039951098656"
"👏","0","0","2023-10-23T08:19:13.000Z","looonanz","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6740961117651387397","7293065372302476065"
"Cannot download? Have it not reached to EU specifically Denmark yet?? Should I wait or just drop it?","0","0","2023-10-23T07:13:52.000Z","moeller.dk","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6826715620256711686","7293048519715341088"
"I want beReal but the pictures stay, like I loved that idea but it was boring because you could only look at the pictures for a day","0","0","2023-10-23T07:04:08.000Z","lilpuddingirl","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6969698835602162694","7293045951547015968"
"pls i need it on android","0","0","2023-10-23T06:38:04.000Z","pumpernikielin","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6890992390829671430","7293039206183371553"
"@Steph","0","1","2023-10-23T03:06:17.000Z","eliza.och11","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6540377876775048207","7292984872606515974"
"can't downloade 🥺","0","0","2023-10-23T00:07:01.000Z","domi_jezovitova","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","220433634455851008","7292938064049292064"
"soo cooooll","0",,"2023-10-23T14:28:32.000Z","staargirl_interlude","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6779020961930789893","7293160636619162400"
"actually it sounds great I love it","1","0","2023-10-22T22:58:25.000Z","leebitskz","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","7006162018127021061","7292920987485176582"
"Do you shadowban?","0","0","2023-10-22T22:52:11.000Z","flowermoodofficial","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6985949507876832261","7292919276338725665"
"So sad its not available for latin america :(","0","0","2023-10-22T22:49:17.000Z","mashy_97","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","7030511570673599494","7292918654700847877"
"is it like BeReal but they stay there?","0","0","2023-10-22T22:49:09.000Z","kejsikess","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","76131448096731136","7292918603794744069"
"Sadly can’t find it in AppStore","1","3","2023-10-22T21:25:37.000Z","bliss______________","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6753996692901200898","7292897079587029766"
"It is available in France ??","0","1","2023-10-22T20:38:32.000Z","eoeee_","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6806063196618556422","7292884955749729056"
"Yes!","1",,"2023-10-22T20:48:42.000Z","ahmadnabihah","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6906931558952502278","7292887527487914794"
"Isn’t the hosting mad expensive? :0","0","0","2023-10-22T20:32:22.000Z","noeim_","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6790465385843246085","7292883357246014240"
"@Moments 💋","0","0","2023-10-22T20:19:44.000Z","me.victor.show","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","7003043603678053381","7292880097827865350"
"do it for Android pleaseeeeeeee 🥺","0","0","2023-10-22T19:33:11.000Z","sara.illeader","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6532023997838655489","7292868107163419425"
"what's the business model","0","0","2023-10-22T18:56:59.000Z","_brat41","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6935382620641461250","7292858802700190470"
"When will it be available on play store?","0","0","2023-10-22T18:53:28.000Z","b_baesthetic","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","7015724372237747205","7292857880607408901"
"just got in, I already love it!!🥰","1","0","2023-10-22T18:48:09.000Z","ankagrzanka_","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6906796821161034758","7292856473742000929"
"Finally ! 🥰✨","0","0","2023-10-22T18:34:57.000Z","angiepea60","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","7164503832353031174","7292853092940301061"
"can u make this available on android pls","1","1","2023-10-22T17:51:42.000Z","francesa.jana","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6977730068417332226","7292841977371083525"
"@Billie🪐 @k 💫","2","0","2023-10-22T17:36:27.000Z","when.worlds.collidee","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6747703042512520197","7292837959698907936"
"Downloaded!","1","0","2023-10-22T17:34:24.000Z","rawrushii","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","63428934993727489","7292837500921004805"
"one for artists 😵‍💫😵‍💫","0","0","2023-10-22T16:59:16.000Z","sammy.an.1204","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6681787816983364614","7292828467165643525"
"*cries in Samsung *","0","1","2023-10-22T16:56:23.000Z","kieadiya","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6819956957408134149","7292827698421547781"
"please for Android users...","0","1","2023-10-22T16:54:06.000Z","xovizg","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6894670502833701893","7292827136887505670"
"Great job tho, not everyone can do that ❤","0","0","2023-10-22T16:30:26.000Z","not.nehssa","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6850529932427510790","7292821011585614597"
"Ahorita la instalo","1",,"2023-10-23T03:34:03.000Z","steph_garciaga","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","274732580997066752","7292992039371703046"
"Click link in our bio! Or search “ Moment: Preserve” on the App Store.","2",,"2023-10-22T23:33:19.000Z","getmoment","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","7207317515538924590","7292929943436198698"
"Found it here comes my moments 😍","0",,"2023-10-23T14:05:28.000Z","bliss______________","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6753996692901200898","7293154737121444613"
"I’ve been trying to creat profile and it’s says creating profile failed 😭😭😭","0",,"2023-10-23T14:08:47.000Z","bliss______________","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6753996692901200898","7293155607652860677"
"Enter your email on the form on our website (momentapp.info) to stay updated and follow our account for android version launch!","0",,"2023-10-22T23:33:57.000Z","getmoment","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","7207317515538924590","7292930150663209771"
"Enter your email on the form on our website (momentapp.info) to stay updated and follow our account for android version launch!","1",,"2023-10-22T23:34:04.000Z","getmoment","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","7207317515538924590","7292930138177848107"
"So it's like Be Real and Locket then? gotcha 🤝","0","0","2023-10-22T16:30:09.000Z","not.nehssa","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6850529932427510790","7292820955972272901"
"LOVEEEEE","0","0","2023-10-22T16:12:29.000Z","zsolenya","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","7103998934020785157","7292816384152601349"
"@chai latte 🪷","1","0","2023-10-22T16:03:47.000Z","ariangaaaaaaaail","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6740827985550640129","7292814171161395974"
"I would love to have it but it's not supported for android🙄","0","1","2023-10-22T15:58:10.000Z","masagojevic","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6722844164989682694","7292812631357784865"
"I really LOVED the idea of moment and straight up signed up it’s cool but there’s a little problem….. I got no friends there so it’s boring","2","2","2023-10-22T15:45:26.000Z","kim_boo10","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6744654134362211334","7292809419388797702"
"Signing up right now!!!!","0","0","2023-10-22T15:41:51.000Z","notreamae","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","7164219034597868549","7292808477470212869"
"Or just make a new private profile where only your friends follow you","0","0","2023-10-22T15:35:47.000Z","xoxolauma","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6690180981470036997","7292806900079936288"
"let me know when is available for Latam and Android","0","1","2023-10-22T15:34:58.000Z","rjjjjj1122","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6597914443874025477","7292806747373355782"
"@ฅ^●ᴥ●^ฅ should we tryyy","1","0","2023-10-22T15:30:23.000Z","java_chiep","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6916305150308287489","7292805541906957062"
"Downloaded it already 🥺❤️","1","0","2023-10-22T15:29:12.000Z","pralinecakeshop","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6919291477119140870","7292805246593237765"
"I need it in the UK and in Brazil!!","0","2","2023-10-22T15:27:18.000Z","setnomana","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6940089316291576837","7292804699543634734"
"@maddie <3","1","0","2023-10-22T15:06:47.000Z","rmszms","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6964836534595929093","7292799360639157024"
"can we have this in android version please? 🥹","0","2","2023-10-22T15:01:51.000Z","loreejen","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6559073127136706561","7292798202172097286"
"Downloaded 🫶🏻","0","0","2023-10-22T13:33:05.000Z","dienattasha","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6533245100082877455","7292775329286898434"
"Im downloading nowwww","0","0","2023-10-22T13:27:06.000Z","ohkjoo","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6706767405853180934","7292773765233984261"
"niiceee","0","0","2023-10-22T13:00:31.000Z","jass98ss","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","14754392","7292766920972567301"
"I'm interested 😳","0","0","2023-10-22T12:58:24.000Z","creepy.kid.17","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6858400074859791366","7292766367073338117"
"I dont see this app😭","0","1","2023-10-22T12:19:42.000Z","naped_na_thc","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","188842582826016768","7292756343890314017"
"Downloaded! 🫶🏼","0","0","2023-10-22T12:13:20.000Z","xxnilo","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","117543948578934784","7292754706316477216"
"@Natalia @randomm","1","0","2023-10-22T12:00:37.000Z","ninaerr_","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","304399069370634240","7292751500765528840"
"Enter your email on the form on our website (momentapp.info) to stay updated and follow our account for android version launch!","1",,"2023-10-22T23:34:07.000Z","getmoment","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","7207317515538924590","7292930191792767787"
"Enter your email on the form on our website (momentapp.info) to stay updated and follow our account for android version launch!","0",,"2023-10-22T23:34:13.000Z","getmoment","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","7207317515538924590","7292930188275434286"
"Add friends from your contact!","0",,"2023-10-22T21:03:02.000Z","getmoment","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","7207317515538924590","7292891239958594346"
"Enter your email on the form on our website (momentapp.info) to stay updated and follow our account for android version launch!","0",,"2023-10-22T23:34:46.000Z","getmoment","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","7207317515538924590","7292930328418599722"
"It is available globally. Click link in our bio or search “Moment:preserve” on the App Store!","0",,"2023-10-22T23:35:25.000Z","getmoment","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","7207317515538924590","7292930474779263786"
"Downloaded! Do i only get to share things with friends tho? No one i know has the app, YET:(","0",,"2023-10-23T01:24:56.000Z","setnomana","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6940089316291576837","7292958751811011371"
"Enter your email on the form on our website (momentapp.info) to stay updated and follow our account for android version launch!","1",,"2023-10-22T23:35:36.000Z","getmoment","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","7207317515538924590","7292930506139894570"
"omoooo thank youuyh","0",,"2023-10-23T08:59:44.000Z","loreejen","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6559073127136706561","7293075963910079237"
"The way I instantly download the app😍","1","0","2023-10-22T11:45:19.000Z","keshiakiala1","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6774373914085704709","7292747467040703265"
"@☁️@familylinebyconangray","1","2","2023-10-22T09:08:21.000Z","nela._bln","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6948837349494440965","7292706773394768686"
"nena pero ya ponlo para Android y globalmente 😔","545","1","2023-10-22T15:38:05.000Z","auralvsmoon","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","7175390080545850373","7292807542370272005"
"no está para Android 😕","549","11","2023-10-21T09:50:20.000Z","lumbniffler","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6955827462270403590","7292346741709636385"
"Hey Germany here! Würd mich gern anmelden können. 😘","166","8","2023-10-20T16:19:14.000Z","meisjacklyn","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6811744103803405317","7292075943294812960"
"Hey! It’s available in Germany. Type “Moment: preserve your memories” in the App Store","91",,"2023-10-20T20:44:55.000Z","ahmadnabihah","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6906931558952502278","7292144412111766314"
"Niente di nuovo …solo un nuovo bereal","17","0","2023-10-20T19:08:30.000Z","v_zzzz2","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6934309698359608326","7292119507346670369"
"basta avere il profilo close","18","0","2023-10-20T14:08:48.000Z","chiaapalumbo","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","138175660669333504","7292042287256093472"
"Europe???","13","1","2023-10-20T21:49:28.000Z","2000.09.02","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6804103355855438853","7292160983765254944"
"Esta en españa?","42","4","2023-10-20T14:13:21.000Z","tristestoy","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6805876069310039046","7292043475841925921"
"@marie","1","1","2023-10-23T22:42:30.000Z","nabiseul","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6914299670719316997","7293287961881314054"
"@Zuza","0","0","2023-10-23T15:28:57.000Z","xmania_","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","7065801481102754821","7293176224766427937"
"Cuando para Android?","0","0","2023-10-23T14:30:35.000Z","diegosincomplejo","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6772445094974800902","7293161195137647366"
"@Noëmi @Fiekk @sophievenema oeehhhh","2","0","2023-10-23T14:27:51.000Z","_elief_","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6804452743031440390","7293160433761796897"
"@Meli20000 @manouelaa @soulaaa @ale.bci @Franzi","1","0","2023-10-23T13:24:43.000Z","this.isnathalie","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6809313032839005189","7293144122839810848"
"@Scolapasta","1","0","2023-10-23T13:04:51.000Z","davidebussoliniii","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6929136877266977798","7293139041524155168"
"@Ronja🎃 voll cool","1","0","2023-10-23T07:16:55.000Z","felinkaaaaa","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6730592587974411269","7293049261817578273"
"@tuhantu","0","0","2023-10-23T02:37:58.000Z","cobrab1972","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6821368316230403078","7292977553504355073"
"@Karito con K 🤪 new app 🤭","0","1","2023-10-22T18:42:47.000Z","m.05.f","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6619444156895395845","7292855093745304326"
"literally had to make an ENTIRE insta account to make that some time ago😭","3","0","2023-10-22T18:01:34.000Z","unta_art","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6557345091504898053","7292844510839980805"
"@NuraH","0","0","2023-10-22T15:33:48.000Z","leadovecar","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6799282045367731205","7292806334214865696"
"Check link in our bio! Or search “Moment: preserve” on the app store","0",,"2023-10-22T23:36:03.000Z","getmoment","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","7207317515538924590","7292930653888070443"
"omgg i need this","2",,"2023-10-22T12:51:40.000Z","janinaliyah","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","281174168690368512","7292764610804187937"
"Jaaa","0",,"2023-10-25T06:49:17.000Z","mar._.leen3","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6934362739196658693","7293784294144394016"
"Enter your email on the form on our website (momentapp.info) to stay updated and follow our account for android version launch!","12",,"2023-10-22T23:42:30.000Z","getmoment","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","7207317515538924590","7292932331907597099"
"ni para méxico, en general","21",,"2023-10-22T15:17:53.000Z","that_softpinkmatter","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6880930052835443714","7292802351365210885"
"Si está para mx lo acabo de descargar!","1",,"2023-10-22T16:16:11.000Z","roxxanao","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6801278848929514501","7292817365849375494"
"ahhh pq no me aparece ni me deja a mi 😭","0",,"2023-10-22T18:32:52.000Z","that_softpinkmatter","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6880930052835443714","7292852556862227205"
"Yo me metí al perfil que etiquetó y ahí hay un link de ahí lo descargue","0",,"2023-10-22T18:33:41.000Z","roxxanao","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6801278848929514501","7292852767080940293"
"ya me dejooo pero pide un número americano 😵‍💫 como le hiciste??","0",,"2023-10-22T18:35:52.000Z","that_softpinkmatter","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6880930052835443714","7292853333051523846"
"dale en la bandera de usa y ahí lo cambias a tu país!","0",,"2023-10-22T19:00:55.000Z","msb705","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6836062520495883265","7292859778992063237"
"Take that Zuckerberg 😎 I hated Instagram anyways. The idea of a “finsta” was created because so many people felt insecure about posting on their page. That app is too toxic now. That’s why we created a safe space for you to document your memories and share them with select people (without judgement and randos seeing them).  Like you should be able to rememeber every small moment in your life that made you happy. Sometimes if we never snap a pic, we’ll forget about it…or it will get lost in our photos.  We hope Moment helps you romanticize your life and make life feel like your own movie with seasons and characters. You can download it rn!","236400",,"2023-10-19T23:08:43.000Z",,,,
"🙄","0","0","2023-10-22T14:12:55.000Z","tomaszewski_mikolaj","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6710245742000768005","7292785548446499617"
"@Giulia @adriana","1","0","2023-10-22T13:33:05.000Z","unsaidsarah","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","110754807635759104","7292775233089749793"
"@:)","1","0","2023-10-22T07:29:23.000Z","hajer.byt","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6838521887782585350","7292681476180181793"
"@•Erzi•","1","1","2023-10-21T22:42:54.000Z","athina.ktsi","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6813337503950963718","7292545750164308768"
"so then don’t follow influencers on instagram if you don’t want to see influencers posts?","0","0","2023-10-31T06:18:52.000Z","carloan.utt","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6637925241350078470","7296002872369300255"
"So, it os just a galery?","0","0","2023-10-26T05:17:40.000Z","annapaolaluz","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6966306286447821830","7294131926809543430"
"Why would we do the same thing we can do on one app on another app?","0","0","2023-10-25T10:37:23.000Z","feral6156","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","7089890674660819970","7293843297763803922"
"@vanessa why do I feel like we’d dominate on this app…","1","4","2023-10-24T10:25:23.000Z","elizabester","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6895297675190699013","7293469125052793607"
"Not working in Nigeria you just Dey play","0","0","2023-10-24T07:47:03.000Z","sommie.d","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6851121464701158405","7293428270547731206"
"@help me :’)","0","0","2023-10-24T06:16:23.000Z","jackefettcool","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","297159697835474944","7293404728351425312"
"the idea is cool, but if you want to monetize it you'd follow what he did, that's How the world works","0","0","2023-10-23T16:36:28.000Z","mercyking","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6817370532197319685","7293193682138694406"
"✅❗","0","0","2023-10-23T15:43:03.000Z","flights24","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6906950092046287878","7293179920350675720"
"it's not available on play store","0","0","2023-10-23T10:39:27.000Z","iamspen_cer","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","7011253646248625157","7293101657050956549"
"Not on Playstore","0","0","2023-10-23T08:34:12.000Z","yrncut","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6673392538248446981","7293069378630927109"
"WHY DO COOL APPS LIKE THIS NEVER COME TO PLAY STORE ON LAUNCH 😭","0","0","2023-10-23T07:25:40.000Z","wa11fl0wer","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6808989850882049030","7293051609561760545"
"🥰🥰","0","0","2023-10-23T01:41:03.000Z","prostebetty01","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6786704647924663302","7292962282454237984"
"Isn’t this just a persons camera roll 💀","0","0","2023-10-23T00:26:20.000Z","dailyrants101","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6743335859216761861","7292943384254169888"
"Finally an app with zero social interactions 😩","0","0","2023-10-22T23:54:54.000Z","notprincesssdai","https://www.tiktok.com/@ahmadnabihah/video/7291810400373394731","6897776767412814849","7292935409742430977"
